text,avg_monthly_searches,competition_level
thalamic reticular nucleus gating,0,UNSPECIFIED
information theory and neuroscience,0,UNSPECIFIED
insilico drug repurposing,0,UNSPECIFIED
causal interventions for mood,0,UNSPECIFIED
rigorous datadriven phenomenology,0,UNSPECIFIED
hierarchical temporal prediction models,0,UNSPECIFIED
phenomenal spacetime curvature,0,UNSPECIFIED
systemlevel simulation of the longterm impacts of contemplative practices,0,UNSPECIFIED
systemlevel models of brain plasticity,0,UNSPECIFIED
valence setpoint theory,0,UNSPECIFIED
empirical studies of nondual awareness,0,UNSPECIFIED
emergent properties of mind,0,UNSPECIFIED
phenomenal statespace foliation,0,UNSPECIFIED
insilico evolution of networks that exhibit emergent properties of mind,0,UNSPECIFIED
foundational valence axioms,0,UNSPECIFIED
multiscale entropy analysis of eeg as a biomarker for brain health,0,UNSPECIFIED
formal logic of phenomenal states,0,UNSPECIFIED
computational models of empathy,0,UNSPECIFIED
foundational models of agency,0,UNSPECIFIED
rigorous validation of measurement instruments,0,UNSPECIFIED
valence optimization algorithms,0,UNSPECIFIED
highimpact review of the free energy principle and consciousness,0,UNSPECIFIED
adaptive neurostimulation to enhance memory consolidation during sleep,0,UNSPECIFIED
formal axiomatic theory of consciousness,0,UNSPECIFIED
thalamic reticular nucleus in sensory gating,0,UNSPECIFIED
reproducible psychophysical experiments on the boundaries of the phenomenal self,0,UNSPECIFIED
psychedelic statespace mapping,0,UNSPECIFIED
adaptive filtering models of selective attention in noisy environments,0,UNSPECIFIED
hierarchical models of scene perception,0,UNSPECIFIED
computational aesthetics,10,UNSPECIFIED
transparent and reproducible social science research,10,UNSPECIFIED
canonical computations in neocortex,0,UNSPECIFIED
neural energy landscapes,0,UNSPECIFIED
rigorous validation of multimodal consciousness metrics,0,UNSPECIFIED
validated machine learning models to predict therapeutic success from brain scans,0,UNSPECIFIED
emergent phenomena in economics,0,UNSPECIFIED
highimpact computational studies of neural annealing for mental health,0,UNSPECIFIED
multiscale analysis of the biosphere,0,UNSPECIFIED
formal analysis of musical structure,0,UNSPECIFIED
emergent collective decisionmaking in simulated biological swarms,0,UNSPECIFIED
emergent agentic behavior,0,UNSPECIFIED
reproducible and transparent research,0,UNSPECIFIED
emergent properties in materials science,0,UNSPECIFIED
peerreviewed consciousness research,0,UNSPECIFIED
dmn and its role in mental health,0,UNSPECIFIED
foundational theory of consciousness based on invariant representations,0,UNSPECIFIED
systemlevel simulation of the effects of meditation on brain networks,0,UNSPECIFIED
foundational metaphysics of mind,0,UNSPECIFIED
phenomenal binding kernels,0,UNSPECIFIED
latent factor analysis of personality,0,UNSPECIFIED
empirical phenomenology of thought,0,UNSPECIFIED
foundational principles of complexity,0,UNSPECIFIED
quantitative analysis of musical performance,0,UNSPECIFIED
peerreviewed framework for a calculus of phenomenal states,0,UNSPECIFIED
peerreviewed framework for a mathematical theory of phenomenology,0,UNSPECIFIED
connectome harmonics in resting state fmri,0,UNSPECIFIED
highimpact computational modeling of dmn fragmentation in psychosis,0,UNSPECIFIED
foundational qualia research,0,UNSPECIFIED
emergent phenomena in condensed matter physics,0,UNSPECIFIED
validated prediction of antidepressant response using eegderived biomarkers,0,UNSPECIFIED
systemlevel simulation of the breakdown and reintegration of brain networks,0,UNSPECIFIED
formal models of scientific reasoning,0,UNSPECIFIED
psychedelicinduced egoinflation,0,UNSPECIFIED
formal analysis of the structural properties of conscious experience,0,UNSPECIFIED
mechanistic modeling of temporal interference in phenomenal binding,0,UNSPECIFIED
insilico models of tissue engineering,0,UNSPECIFIED
mechanistic modeling of affective valence as harmonic consonance,0,UNSPECIFIED
frontier research into the grammar of phenomenal experience,0,UNSPECIFIED
canonical models of the default mode network's role in selfreferential thought,0,UNSPECIFIED
computational phenomenology,10,LOW
frontier research on the subjective experience of time and its neural basis,0,UNSPECIFIED
quantitative phenomenology of grief,0,UNSPECIFIED
insilico models of network psychopathology,0,UNSPECIFIED
phenomenal binding across time,0,UNSPECIFIED
rigorous modeling of cognitive biases,0,UNSPECIFIED
computational models of awe,0,UNSPECIFIED
validated biomarkers for ego dissolution intensity,0,UNSPECIFIED
validated digital health platforms,0,UNSPECIFIED
neural annealing and bayesian inference,0,UNSPECIFIED
neural annealing optimization,0,UNSPECIFIED
reproducible psychophysical scaling of phenomenal intensity,0,UNSPECIFIED
computational framework for personalizing neural annealing protocols,0,UNSPECIFIED
validated mobile health technologies,0,UNSPECIFIED
formal proofs of undecidability,0,UNSPECIFIED
peerreviewed validation of harmonic brain codes for valence,0,UNSPECIFIED
latent class analysis in psychology,0,UNSPECIFIED
highimpact research on valence shifting,0,UNSPECIFIED
causal inference from randomized trials,0,UNSPECIFIED
adaptive gain modulation in thalamocortical circuits,0,UNSPECIFIED
emergent complexity in highvalence attractor states,0,UNSPECIFIED
insilico models of protein folding,0,UNSPECIFIED
formal analysis of the explanatory gap in consciousness science,0,UNSPECIFIED
insilico models of cellular processes,0,UNSPECIFIED
latent variable analysis techniques,0,UNSPECIFIED
egomodel resilience and flexibility,0,UNSPECIFIED
empirical studies of insight meditation,0,UNSPECIFIED
systemlevel models of how brain networks are altered by chronic stress,0,UNSPECIFIED
validated digital health solutions,0,UNSPECIFIED
quantitative characterization of the phenomenology of neardeath experiences,0,UNSPECIFIED
frontier research in nonsymbolic cognition,0,UNSPECIFIED
quantitative dream analysis,0,UNSPECIFIED
systemlevel analysis of braincomputer interfaces,0,UNSPECIFIED
causal discovery in largescale brain network dynamics,0,UNSPECIFIED
dmn functional connectivity in meditation,0,UNSPECIFIED
phenomenal binding in dream states,0,UNSPECIFIED
egomodel dissociation,0,UNSPECIFIED
information decomposition in neural networks,0,UNSPECIFIED
peerreviewed formalization of the phenomenal binding problem,0,UNSPECIFIED
formal methods in artificial intelligence,10,UNSPECIFIED
lda text mining,10,UNSPECIFIED
frontier development of mathematical formalisms for qualia science,0,UNSPECIFIED
reproducible psychedelic trials,0,UNSPECIFIED
reproducible findings in cognitive neuroscience,0,UNSPECIFIED
adaptive neurostimulation controlled by decoded motor intentions,0,UNSPECIFIED
latent topic models for text analysis,0,UNSPECIFIED
phenomenal binding across sensory modalities,0,UNSPECIFIED
validated measures of selftranscendence,0,UNSPECIFIED
reproducible protocols for mapping the valence landscape of individuals,0,UNSPECIFIED
empirical studies of firstperson perspective,0,UNSPECIFIED
rigorous formalization of the phenomenal binding problem,0,UNSPECIFIED
empirical validation of the symmetry theory of valence in visual aesthetics,0,UNSPECIFIED
foundational models linking quantum coherence and brain function,0,UNSPECIFIED
peerreviewed validation of harmonic therapy for affective disorders,0,UNSPECIFIED
foundational principles of information theory,0,UNSPECIFIED
connectomespecific harmonic waves,0,UNSPECIFIED
mechanistic models of cognitive decline,0,UNSPECIFIED
canonical models of brain development,0,UNSPECIFIED
frontier research on machine ethics,0,UNSPECIFIED
information theory of consciousness,10,LOW
an information integration theory of consciousness,10,UNSPECIFIED
giulio tononi consciousness,10,LOW
giulio tononi integrated information theory,10,UNSPECIFIED
iit consciousness,20,LOW
iit theory of consciousness,10,LOW
information closure theory of consciousness,10,UNSPECIFIED
information integration theory of consciousness,20,LOW
integrated consciousness,10,UNSPECIFIED
integrated information theory,70,LOW
integrated information theory from consciousness to its physical substrate,10,UNSPECIFIED
integrated information theory of consciousness explained,10,LOW
integrated information theory panpsychism,0,UNSPECIFIED
integrated theory of consciousness,10,UNSPECIFIED
tononi consciousness,10,LOW
tononi information integration theory of consciousness,10,UNSPECIFIED
tononi integrated information theory,10,UNSPECIFIED
empirical validation of the connectomespecificity of harmonic waves,0,UNSPECIFIED
highimpact research on the geometry of phenomenal space,0,UNSPECIFIED
reproducible characterization of the brain's harmonic repertoire,0,UNSPECIFIED
frontier applications of topological data analysis to phenomenological reports,0,UNSPECIFIED
highimpact research on network theory,0,UNSPECIFIED
foundational research on the physical nature of phenomenal information,0,UNSPECIFIED
formal models of selfawareness,0,UNSPECIFIED
quantitative frameworks for consciousness studies,0,UNSPECIFIED
dmn metastability,0,UNSPECIFIED
psychedelic state manifolds,0,UNSPECIFIED
adaptive models of belief updating under psychedelic influence,0,UNSPECIFIED
foundational research on the physical basis of qualia and subjectivity,0,UNSPECIFIED
causal inference on the role of the insula in interoceptive awareness,0,UNSPECIFIED
rigorous methods for model comparison,0,UNSPECIFIED
foundational consciousness research,0,UNSPECIFIED
neural annealing kernels,0,UNSPECIFIED
multiscale analysis of brain network dynamics during hypnosis,0,UNSPECIFIED
validated computational models of addiction and recovery processes,0,UNSPECIFIED
auth0 introspection endpoint,10,UNSPECIFIED
mechanistic models of how psychedelics increase neural entropy,0,UNSPECIFIED
peerreviewed framework for integrating firstperson and thirdperson data,0,UNSPECIFIED
phenomenal binding and neural synchrony,0,UNSPECIFIED
reproducible psychophysical experiments on the resolution of subjective time,0,UNSPECIFIED
highimpact research on the evolution of cooperation,0,UNSPECIFIED
latent dynamic system models of psychiatric illness progression,0,UNSPECIFIED
formal models of introspection,0,UNSPECIFIED
formal analysis of the limits of introspective accuracy,0,UNSPECIFIED
canonical thalamocortical models,0,UNSPECIFIED
mechanistic modeling of hedonic treadmill adaptation,0,UNSPECIFIED
adaptive resonance theory as a model for stable category learning,0,UNSPECIFIED
highimpact research on consciousness uploading,0,UNSPECIFIED
validated introspection,0,UNSPECIFIED
adaptive neurostimulation controlled by realtime decoding of subjective states,0,UNSPECIFIED
connectome harmonic analysis of eeg,0,UNSPECIFIED
formal theories of the relationship between phenomenal time and physical time,0,UNSPECIFIED
foundational theories of physics and mind,0,UNSPECIFIED
multiscale modeling of geopolitical systems,0,UNSPECIFIED
emergent behavior in financial markets,0,UNSPECIFIED
phenomenal binding,10,UNSPECIFIED
information theory and biology,10,UNSPECIFIED
quantitative linguistics,10,LOW
biological information theory,10,UNSPECIFIED
journal of quantitative linguistics,10,UNSPECIFIED
journal quantitative linguistics,0,UNSPECIFIED
quantitative methods in linguistics,10,UNSPECIFIED
quantitative research in linguistics,10,UNSPECIFIED
quantitative sociolinguistics,10,UNSPECIFIED
formal description of the structure of phenomenal objects,0,UNSPECIFIED
validated biomarkers for predicting susceptibility to psychedelicinduced psychosis,0,UNSPECIFIED
adaptive neurostimulation paradigms,0,UNSPECIFIED
validated metrics for quantifying the depth of ego dissolution,0,UNSPECIFIED
hierarchical predictive coding of qualia,0,UNSPECIFIED
hierarchical bayesian models of perception belief and decisionmaking,0,UNSPECIFIED
hierarchical generative models,0,UNSPECIFIED
frontier research on the qualia of machine learning representations,0,UNSPECIFIED
frontier exploration of the phenomenology of deep meditation jhanas,0,UNSPECIFIED
multiagent models of competing neural coalitions,0,UNSPECIFIED
rigorous analysis of the breakdown of information integration in anesthesia,0,UNSPECIFIED
thalamocortical dynamics and seizure generation,0,UNSPECIFIED
